"","Kingdom","Phylum","Class","Order","Family","Genus","ASV"
"ASV_135","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_135"
"ASV_5063","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA,"ASV_5063"
"ASV_620","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfoprunum","ASV_620"
"ASV_2535","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family",NA,"ASV_2535"
"ASV_1286","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Candidatus Accumulibacter","ASV_1286"
"ASV_921","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081 sediment group","ASV_921"
"ASV_1226","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium","ASV_1226"
"ASV_3660","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_3660"
"ASV_901","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","ASV_901"
"ASV_1679","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,"ASV_1679"
"ASV_872","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rivibacter","ASV_872"
"ASV_3150","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","ASV_3150"
"ASV_757","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_757"
"ASV_2540","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae","Planktothrix NIVA-CYA 15","ASV_2540"
"ASV_1933","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_1933"
"ASV_413","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_413"
"ASV_2456","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter","ASV_2456"
"ASV_1572","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tropicimonas","ASV_1572"
"ASV_448","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","ASV_448"
"ASV_850","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","ASV_850"
"ASV_930","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Cyanobacteriaceae","Synechocystis SAG 90.79","ASV_930"
"ASV_1392","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","ASV_1392"
"ASV_1561","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Thermoanaerobaculum","ASV_1561"
"ASV_2495","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Deefgea","ASV_2495"
"ASV_2326","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium","ASV_2326"
"ASV_669","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","ASV_669"
"ASV_963","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","ASV_963"
"ASV_3963","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,"ASV_3963"
"ASV_1427","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade","ASV_1427"
"ASV_2020","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azovibrio","ASV_2020"
"ASV_1773","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_1773"
"ASV_4787","Bacteria","Firmicutes","Desulfotomaculia","Desulfotomaculales","Pelotomaculaceae","Cryptanaerobacter","ASV_4787"
"ASV_466","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,"ASV_466"
"ASV_5098","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfococcaceae","Desulfococcus","ASV_5098"
"ASV_1929","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","Nodosilinea PCC-7104","ASV_1929"
"ASV_18","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria PCC-10802","ASV_18"
"ASV_81","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","ASV_81"
"ASV_155","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_155"
"ASV_1900","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","ASV_1900"
"ASV_1232","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ASV_1232"
"ASV_1304","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae",NA,"ASV_1304"
"ASV_2047","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA,"ASV_2047"
"ASV_474","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_474"
"ASV_1943","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Competibacter","ASV_1943"
"ASV_340","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","ASV_340"
"ASV_809","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter","ASV_809"
"ASV_1154","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae",NA,"ASV_1154"
"ASV_777","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_777"
"ASV_786","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Epulopiscium","ASV_786"
"ASV_423","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_423"
"ASV_749","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,"ASV_749"
"ASV_630","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rivibacter","ASV_630"
"ASV_555","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,"ASV_555"
"ASV_959","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7 clade","ASV_959"
"ASV_4710","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter","ASV_4710"
"ASV_813","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis","ASV_813"
"ASV_1962","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA,"ASV_1962"
"ASV_2008","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA,"ASV_2008"
"ASV_2324","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7 clade","ASV_2324"
"ASV_1610","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_1610"
"ASV_1725","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Anaerosinus","ASV_1725"
"ASV_2990","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Competibacter","ASV_2990"
"ASV_1791","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a","ASV_1791"
"ASV_714","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,"ASV_714"
"ASV_2846","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Alterococcus","ASV_2846"
"ASV_5138","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","ASV_5138"
"ASV_324","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter","ASV_324"
"ASV_97","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_97"
"ASV_1257","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","ASV_1257"
"ASV_874","Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","Arthronema SAG 12.89","ASV_874"
"ASV_743","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae",NA,"ASV_743"
"ASV_1034","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","ASV_1034"
"ASV_1363","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","ASV_1363"
"ASV_484","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira","ASV_484"
"ASV_162","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella","ASV_162"
"ASV_1224","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_1224"
"ASV_1948","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA,"ASV_1948"
"ASV_1174","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,"ASV_1174"
"ASV_2269","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter","ASV_2269"
"ASV_2431","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","ASV_2431"
"ASV_608","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","ASV_608"
"ASV_356","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Competibacter","ASV_356"
"ASV_568","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_568"
"ASV_1536","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_1536"
"ASV_586","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Denitratisoma","ASV_586"
"ASV_11","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","ASV_11"
"ASV_1755","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","DEV008","ASV_1755"
"ASV_1239","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_1239"
"ASV_1277","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Algoriphagus","ASV_1277"
"ASV_1026","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium","ASV_1026"
"ASV_243","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_243"
"ASV_41","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","ASV_41"
"ASV_899","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubribacterium","ASV_899"
"ASV_69","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","ASV_69"
"ASV_20","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","ASV_20"
"ASV_125","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_125"
"ASV_2793","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,"ASV_2793"
"ASV_564","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Epulopiscium","ASV_564"
"ASV_255","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_255"
"ASV_70","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ASV_70"
"ASV_4115","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA,"ASV_4115"
"ASV_2210","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","ASV_2210"
"ASV_887","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ASV_887"
"ASV_186","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","ASV_186"
"ASV_500","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans","ASV_500"
"ASV_2280","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Limnohabitans","ASV_2280"
"ASV_1540","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",NA,"ASV_1540"
"ASV_337","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_337"
"ASV_2104","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_2104"
"ASV_8","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","ASV_8"
"ASV_171","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_171"
"ASV_661","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_661"
"ASV_205","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Epulopiscium","ASV_205"
"ASV_2043","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_2043"
"ASV_1334","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Butyrivibrio","ASV_1334"
"ASV_415","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubribacterium","ASV_415"
"ASV_642","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","ASV_642"
"ASV_1353","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,"ASV_1353"
"ASV_462","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_462"
"ASV_32","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria PCC-10802","ASV_32"
"ASV_9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","ASV_9"
"ASV_386","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Rheinheimera","ASV_386"
"ASV_167","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_167"
"ASV_1217","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter","ASV_1217"
"ASV_689","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","ASV_689"
"ASV_1440","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","ASV_1440"
"ASV_217","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_217"
"ASV_2623","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","ASV_2623"
"ASV_438","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus","ASV_438"
"ASV_666","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","ASV_666"
"ASV_1119","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","ASV_1119"
"ASV_917","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paraclostridium","ASV_917"
"ASV_1568","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,"ASV_1568"
"ASV_1335","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Competibacter","ASV_1335"
"ASV_1997","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA,"ASV_1997"
"ASV_288","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA,"ASV_288"
"ASV_2541","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rubritepida","ASV_2541"
"ASV_371","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","ASV_371"
"ASV_657","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","ASV_657"
"ASV_267","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_267"
"ASV_1666","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ASV_1666"
"ASV_2180","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,"ASV_2180"
"ASV_233","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_233"
"ASV_1579","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,"ASV_1579"
"ASV_2076","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA,"ASV_2076"
"ASV_2317","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum","ASV_2317"
"ASV_402","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA,"ASV_402"
"ASV_1038","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,"ASV_1038"
"ASV_1412","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Candidatus Microthrix","ASV_1412"
"ASV_1407","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ASV_1407"
"ASV_1004","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA,"ASV_1004"
"ASV_2026","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,"ASV_2026"
"ASV_258","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA,"ASV_258"
"ASV_268","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ASV_268"
"ASV_354","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Phormidiaceae",NA,"ASV_354"
"ASV_736","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix","ASV_736"
"ASV_1437","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae",NA,"ASV_1437"
"ASV_3309","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella","ASV_3309"
"ASV_259","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","ASV_259"
"ASV_495","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","ASV_495"
"ASV_1868","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix","ASV_1868"
"ASV_829","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,"ASV_829"
"ASV_2281","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","ASV_2281"
"ASV_1999","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfobulbus","ASV_1999"
"ASV_1607","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Geothermobacteraceae","Geothermobacter","ASV_1607"
"ASV_2161","Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium","ASV_2161"
"ASV_3662","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Synechocystis PCC-6803","ASV_3662"
"ASV_10","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Lawsonia","ASV_10"
"ASV_30","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria PCC-10802","ASV_30"
"ASV_13","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia","ASV_13"
"ASV_133","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_133"
"ASV_373","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307","ASV_373"
"ASV_556","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","CI75cm.2.12","ASV_556"
"ASV_212","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","ASV_212"
"ASV_569","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter","ASV_569"
"ASV_312","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","ASV_312"
"ASV_673","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas","ASV_673"
"ASV_1029","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae",NA,"ASV_1029"
"ASV_694","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Snowella 0TU37S04","ASV_694"
"ASV_3","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Cetobacterium","ASV_3"
"ASV_520","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,"ASV_520"
"ASV_837","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_837"
"ASV_1047","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","TC1",NA,"ASV_1047"
"ASV_5","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_5"
"ASV_662","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium","ASV_662"
"ASV_6","Bacteria","Firmicutes","Bacilli","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","ASV_6"
"ASV_15","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae","Oscillatoria PCC-10802","ASV_15"
"ASV_527","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Chitinibacter","ASV_527"
"ASV_220","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","ASV_220"
"ASV_730","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","ASV_730"
"ASV_915","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulfoprunum","ASV_915"
"ASV_904","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","ASV_904"
"ASV_1465","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,"ASV_1465"
"ASV_3243","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA,"ASV_3243"
"ASV_1168","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","B1-7BS",NA,"ASV_1168"
"ASV_2388","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas","ASV_2388"
"ASV_2246","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","ASV_2246"
"ASV_1040","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","ASV_1040"
"ASV_224","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio","ASV_224"
"ASV_434","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae",NA,"ASV_434"
"ASV_1125","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8",NA,"ASV_1125"
"ASV_146","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter","ASV_146"
"ASV_427","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae",NA,"ASV_427"
"ASV_1065","Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula","ASV_1065"
"ASV_1405","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfomicrobiaceae","Desulfomicrobium","ASV_1405"
"ASV_121","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","ASV_121"
"ASV_271","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1","ASV_271"
"ASV_1592","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,"ASV_1592"
"ASV_717","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","ASV_717"
"ASV_1855","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae",NA,"ASV_1855"
"ASV_1851","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","ASV_1851"
"ASV_1805","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84",NA,"ASV_1805"
